Vehicle ID,Fuel ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Engine Type,Engine Size,Engine Cylinder Count,Engine/Motor(s) Description,Manufacturer,Manufacturer URL,Category,Fuel Code,Fuel,Electric-Only Range,Total Range,PHEV Type,Notes,Drivetrain,Charging Rate Level 2 (kW),Charging Rate DC Fast (kW),Charging Speed Level 1 (miles added per hour of charging),Charging Speed Level 2 (miles added per hour of charging),Charging Speed DC Fast (miles added per hour of charging),Battery Voltage,Battery Capacity Amp Hours,Battery Capacity kWh,Seating Capacity
12294,57,211,27,745e xDrive,2020,,,56,19,26,22,SI,3.0L,6,"3.0L V6;
83 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,16,,Blended,,,,,,,,,,,
12438,41,211,27,i3,2020,124,102,113,,,,e-motor,125 kW electric motor,,"125 kW electric motor;
120 Ah battery",BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,153,,,,,,,,,,,,,
12439,41,211,27,i3s,2020,124,102,113,,,,e-motor,135 kW electric motor,,"135 kW electric motor;
120 Ah battery",BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,153,,,,,,,,,,,,,
12448,57,211,27,i3s with Range Extender,2020,,,100,30,31,31,SI,135 kW,,"0.6L I2;
135 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,126,,Non-Blended,,,,,,,,,,,
12447,57,211,27,i3 with Range Extender,2020,,,100,30,31,31,SI,125 kW,,"0.6L I2;
125 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,126,,Non-Blended,,,,,,,,,,,
12408,57,211,27,i8 Coupe,2020,,,69,26,29,27,SI,1.5L,3,"1.5L I3; 
105 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,18,,Blended,,,,,,,,,,,
12409,57,211,27,i8 Roadster,2020,,,69,26,29,27,SI,1.5L,3,"1.5L I3; 
105 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,18,,Blended,,,,,,,,,,,
12442,57,211,29,X3 xDrive30e,2020,,,60,21,27,24,SI,2.0L,4,"2.0L I4;
80 kW electric motor",BMW,https://www.bmwusa.com,SUV,PHEV,Plug-in Hybrid Electric,18,,Blended,,,,,,,,,,,
12351,41,215,27,Bolt EV,2020,127,108,118,,,,e-motor,150 kW electric motor,,"150 kW electric motor;
188 Ah battery",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,ELEC,Electric,259,,,,,,,,,,,,,
12262,35,215,25,Colorado 2WD,2020,,,,20,30,23,CI,2.8L,4,2.8L I4,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,
12263,35,215,25,Colorado 4WD,2020,,,,19,28,22,CI,2.8L,4,2.8L I4,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,
12264,35,215,25,Colorado ZR2 4WD,2020,,,,18,22,19,CI,2.8L,4,2.8L I4,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,
12496,37,215,9,Express 2500,2020,,,,,,,SI,6.0L,8,6.0L V8,Chevrolet,http://www.chevrolet.com,Van,CNG_GSLN,CNG - Bi-fuel,,,,"GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to natural gas operation.",,,,,,,,,,
12489,55,215,9,Express 2500,2020,,,,,,,SI,6.0L,8,6.0L V8,Chevrolet,http://www.chevrolet.com,Van,LPG,Propane,,,,"GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to propane operation.",,,,,,,,,,
12495,3,215,9,Express 2500,2020,,,,,,,SI,6.0L,8,6.0L V8,Chevrolet,http://www.chevrolet.com,Van,CNG,CNG - Compressed Natural Gas,,,,"GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to natural gas operation.",,,,,,,,,,
12490,39,215,9,Express 2500,2020,,,,,,,SI,6.0L,8,6.0L V8,Chevrolet,http://www.chevrolet.com,Van,LPG_GSLN,Propane - Bi-fuel,,,,"GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to propane operation.",,,,,,,,,,
12301,11,215,27,Impala,2020,14,20,16,18,28,22,SI,3.6L,6,3.6L V6,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12303,11,215,25,Silverado 2WD,2020,11,14,12,15,19,16,SI,5.3L,8,5.3L V8,Chevrolet,http://www.chevrolet.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12295,35,215,25,Silverado 2WD,2020,,,,23,33,27,CI,3.0L,6,3.0L V6,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,
12302,11,215,25,Silverado 4WD,2020,11,13,12,14,18,16,SI,5.3L,8,5.3L V8,Chevrolet,http://www.chevrolet.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12296,35,215,25,Silverado 4WD,2020,,,,23,29,25,CI,3.0L,6,3.0L V6,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,
12269,11,215,29,Suburban C1500 2WD,2020,11,17,13,15,22,18,SI,5.3L,8,5.3L V8,Chevrolet,http://www.chevrolet.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12270,11,215,29,Suburban K1500 4WD,2020,11,16,12,14,21,16,SI,5.3L,8,5.3L V8,Chevrolet,http://www.chevrolet.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12271,11,215,29,Tahoe C1500 2WD,2020,11,17,13,15,22,18,SI,5.3L,8,5.3L V8,Chevrolet,http://www.chevrolet.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12272,11,215,29,Tahoe K1500 4WD,2020,11,16,13,15,21,17,SI,5.3L,8,5.3L V8,Chevrolet,http://www.chevrolet.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12335,57,223,9,Pacifica Hybrid,2020,82,,82,29,30,30,SI,3.6L,6,"3.6L V6;
89 kW electric motor",Chrysler,http://www.chrysler.com,Van,PHEV,Plug-in Hybrid Electric,32,,Blended,,,,,,,,,,,
12389,45,219,27,Escape AWD HEV,2020,,,,43,37,40,SI,2.5L I4,4,2.5L I4,Ford,https://www.ford.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,,,,,,,,,,
12388,45,219,27,Escape FWD HEV,2020,,,,44,37,41,SI,2.5L I4,4,2.5L I4,Ford,https://www.ford.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,,,,,,,,,,
12455,57,219,29,Escape FWD PHEV,2020,,,100,43,38,41,SI,2.5L,4,"2.5L I4;
36 kW electric motor",Ford,https://www.ford.com,SUV,PHEV,Plug-in Hybrid Electric,38,,Blended,,,,,,,,,,,
12275,11,219,29,Explorer AWD FFV,2020,11,15,13,16,23,19,SI,3.5L,6,3.5L V6,Ford,https://www.ford.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12309,45,219,29,Explorer HEV AWD,2020,,,,23,26,25,SI,3.3L V6,6,3.3L V6,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,,,,,,,,,,,,,,
12308,45,219,29,Explorer HEV RWD,2020,,,,27,29,28,SI,3.3L V6,6,3.3L V6,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,,,,,,,,,,,,,,
12458,35,219,25,F-150 2WD,2020,,,,21,29,24,CI,3.0L,6,3.0L V6,Ford,https://www.ford.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,
12487,39,219,25,F-150 2WD/4WD,2020,,,,,,,SI,5.0L,8,5.0L V8,Ford,https://www.ford.com,Pickup,LPG_GSLN,Propane - Bi-fuel,,,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,
12476,57,219,25,F-150 2WD/4WD,2020,,,,,,,,"2.7L, 3.3L",6,"2.7L V6, 3.3L V6;
XL XLP Plug-in Hybrid Electric System",Ford,https://www.ford.com,Pickup,PHEV,Plug-in Hybrid Electric,,,Blended,"This vehicle is available with a plug-in hybrid electric power train developed and installed by XL, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,
12480,55,219,25,F-150 2WD/4WD,2020,,,,,,,SI,5.0L,8,5.0L V8,Ford,https://www.ford.com,Pickup,LPG,Propane,,,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,
12468,3,219,25,F-150 2WD/4WD,2020,,,,,,,SI,5.0L,8,5.0L V8,Ford,https://www.ford.com,Pickup,CNG,CNG - Compressed Natural Gas,,,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,
12484,37,219,25,F-150 2WD/4WD,2020,,,,,,,SI,5.0L,8,5.0L V8,Ford,https://www.ford.com,Pickup,CNG_GSLN,CNG - Bi-fuel,,,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,
12357,11,219,25,F-150 2WD FFV,2020,14,19,16,19,25,22,SI,3.3L,6,3.3L V6,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12358,11,219,25,F-150 2WD FFV,2020,12,17,14,17,23,19,SI,5.0L,8,5.0L V8,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12459,35,219,25,F-150 4WD,2020,,,,20,25,22,CI,3.0L,6,3.0L V6,Ford,https://www.ford.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,
12359,11,219,25,F-150 4WD FFV,2020,13,17,15,18,23,20,SI,3.3L,6,3.3L V6,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12360,11,219,25,F-150 4WD FFV,2020,12,15,13,15,21,18,SI,5.0L,8,5.0L V8,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12460,35,219,25,F-150 4WD XL/XLT,2020,,,,21,29,24,CI,3.0L,6,3.0L V6,Ford,https://www.ford.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,
12337,57,219,27,Fusion Energi Plug in Hybrid FWD,2020,,,103,43,40,42,SI,2.0L,4,"2.0L I4;
68 kW electric motor",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,26,,Blended,,,,,,,,,,,
12310,45,219,27,Fusion Hybrid FWD,2020,,,,43,41,42,SI,2.0L I4,4,2.0L I4,Ford,https://www.ford.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,,,,,,,,,,
12311,45,219,27,Fusion Hybrid TAXI,2020,,,,43,40,41,SI,2.0L I4,4,2.0L I4,Ford,https://www.ford.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,,,,,,,,,,
12336,57,219,27,Fusion Special Service PHEV,2020,,,102,43,40,42,SI,2.0L,4,"2.0L I4;
68 kW electric motor",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,26,,Blended,,,,,,,,,,,
12469,11,219,25,Super Duty F-250,2020,,,,,,,SI,6.2L,8,6.2L V8,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12467,3,219,25,Super Duty F-250 2WD/4WD,2020,,,,,,,SI,"6.2L, 7.3L",8,"6.2L V8, 7.3L V8",Ford,https://www.ford.com,Pickup,CNG,CNG - Compressed Natural Gas,,,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,
12486,37,219,25,Super Duty F-250 2WD/4WD,2020,,,,,,,SI,"6.2L, 7.3L",8,"6.2L V8, 7.3L V8",Ford,https://www.ford.com,Pickup,CNG_GSLN,CNG - Bi-fuel,,,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,
12488,39,219,25,Super Duty F-250 2WD/4WD,2020,,,,,,,SI,"6.2L, 7.3L",8,"6.2L V8, 7.3L V8",Ford,https://www.ford.com,Pickup,LPG_GSLN,Propane - Bi-fuel,,,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,
12479,55,219,25,Super Duty F-250 2WD/4WD,2020,,,,,,,SI,"6.2L, 7.3L",8,"6.2L V8, 7.3L V8",Ford,https://www.ford.com,Pickup,LPG,Propane,,,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,
12472,45,219,25,Super Duty F-250 2WD/4WD,2020,,,,,,,SI,7.3L V8,8,"7.3L V8; 
XL XLH hybrid drive system",Ford,https://www.ford.com,Pickup,HYBR,Hybrid Electric,,,,"This vehicle is available with a hybrid electric power train developed and installed by XL, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,
12457,35,219,25,Super Duty F-250 2WD/4WD,2020,,,,,,,CI,6.7L,8,6.7L V8,Ford,https://www.ford.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,
12477,57,219,25,Super Duty F-250 2WD/4WD,2020,,,,,,,SI,7.3L,8,"7.3L V8;
XL XLP Plug-in Hybrid Electric System",Ford,https://www.ford.com,Pickup,PHEV,Plug-in Hybrid Electric,,,Blended,"This vehicle is available with a plug-in hybrid electric power train developed and installed by XL, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,
12462,41,219,9,Transit Cargo Van,2020,,,,,,,e-motor,160 kW electric motor,,"160 kW electric motor;
86 kWh battery",Ford,https://www.ford.com,Van,ELEC,Electric,120,,,"This vehicle is available with an electric power train developed and installed by Lightning eMotors, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,
12473,45,219,9,Transit Cargo Van,2020,,,,,,,SI,3.5L V6,6,"3.5L V6
XL XLH hybrid drive system",Ford,https://www.ford.com,Van,HYBR,Hybrid Electric,,,,"This vehicle is available with a hybrid electric power train developed and installed by XL, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,
12461,41,219,9,Transit Cargo Van,2020,,,,,,,e-motor,160 kW electric motor,,"160 kW electric motor;
43 kWh battery",Ford,https://www.ford.com,Van,ELEC,Electric,60,,,"This vehicle is available with an electric power train developed and installed by Lightning eMotors, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,
12273,11,219,9,Transit Connect Van FFV,2020,18,20,19,24,27,25,SI,2.0L,4,2.0L I4,Ford,https://www.ford.com,Van,E85_GSLN,Ethanol (E85),,,,This vehicle is only available in certain states. See dealer for details.,,,,,,,,,,
12466,3,219,9,Transit Connect Van/Wagon,2020,,,,,,,SI,2.5L,4,2.5L I4,Ford,https://www.ford.com,Van,CNG,CNG - Compressed Natural Gas,,,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,
12485,37,219,9,Transit Connect Van/Wagon,2020,,,,,,,SI,2.5L,4,2.5L I4,Ford,https://www.ford.com,Van,CNG_GSLN,CNG - Bi-fuel,,,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,
12274,11,219,3,Transit Connect Wagon LWB FFV,2020,17,21,19,24,29,26,SI,2.0L,4,2.0L I4,Ford,https://www.ford.com,Passenger Van/Shuttle Bus,E85_GSLN,Ethanol (E85),,,,This vehicle is only available in certain states. See dealer for details.,,,,,,,,,,
12463,41,219,3,Transit Passenger Van,2020,,,,,,,e-motor,160 kW electric motor,,"160 kW electric motor;
86 kWh battery",Ford,https://www.ford.com,Passenger Van/Shuttle Bus,ELEC,Electric,120,,,"This vehicle is available with an electric power train developed and installed by Lightning eMotors, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,
12464,41,219,3,Transit Passenger Van,2020,,,,,,,e-motor,160 kW electric motor,,"160 kW electric motor;
43 kWh battery",Ford,https://www.ford.com,Passenger Van/Shuttle Bus,ELEC,Electric,60,,,"This vehicle is available with an electric power train developed and installed by Lightning eMotors, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,
12474,45,219,3,Transit Passenger Van,2020,,,,,,,SI,3.5L V6,6,"3.5L V6
XL XLH hybrid drive system",Ford,https://www.ford.com,Passenger Van/Shuttle Bus,HYBR,Hybrid Electric,,,,"This vehicle is available with a hybrid electric power train developed and installed by XL, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,
12404,11,219,9,Transit T150 Cargo Van 2WD FFV,2020,11,15,12,15,19,17,SI,3.5L,,3.5L V6,Ford,https://www.ford.com,Van,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12405,11,219,9,Transit T150 Cargo Van 4WD FFV,2020,11,14,12,14,19,16,SI,3.5L,,3.5L V6,Ford,https://www.ford.com,Van,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12470,11,219,3,Transit T150 Passenger Van 2WD FFV,2020,11,15,12,15,19,17,SI,3.5L,,3.5L V6,Ford,https://www.ford.com,Passenger Van/Shuttle Bus,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12471,11,219,3,Transit T150 Passenger Van 4WD FFV,2020,11,14,12,14,19,16,SI,3.5L,,3.5L V6,Ford,https://www.ford.com,Passenger Van/Shuttle Bus,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12265,35,213,25,Canyon 2WD,2020,,,,20,30,23,CI,2.8L,4,2.8L I4,GMC,http://www.gmc.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,
12266,35,213,25,Canyon 4WD,2020,,,,19,28,22,CI,2.8L,4,2.8L I4,GMC,http://www.gmc.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,
12492,39,213,9,Savana 2500,2020,,,,,,,SI,6.0L,8,6.0L V8,GMC,http://www.gmc.com,Van,LPG_GSLN,Propane - Bi-fuel,,,,"GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to propane operation.",,,,,,,,,,
12494,37,213,9,Savana 2500,2020,,,,,,,SI,6.0L,8,6.0L V8,GMC,http://www.gmc.com,Van,CNG_GSLN,CNG - Bi-fuel,,,,"GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to natural gas operation.",,,,,,,,,,
12493,3,213,9,Savana 2500,2020,,,,,,,SI,6.0L,8,6.0L V8,GMC,http://www.gmc.com,Van,CNG,CNG - Compressed Natural Gas,,,,"GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to natural gas operation.",,,,,,,,,,
12491,55,213,9,Savana 2500,2020,,,,,,,SI,6.0L,8,6.0L V8,GMC,http://www.gmc.com,Van,LPG,Propane,,,,"GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to propane operation.",,,,,,,,,,
12297,35,213,25,Sierra 2WD,2020,,,,23,30,26,CI,3.0L,6,3.0L V6,GMC,http://www.gmc.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,
12304,11,213,25,Sierra 2WD,2020,11,14,12,15,19,16,SI,5.3L,8,5.3L V8,GMC,http://www.gmc.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12298,35,213,25,Sierra 4WD,2020,,,,22,26,24,CI,3.0L,6,3.0L V6,GMC,http://www.gmc.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,
12305,11,213,25,Sierra 4WD,2020,11,14,12,14,19,16,SI,5.3L,8,5.3L V8,GMC,http://www.gmc.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12299,35,213,25,Sierra 4WD AT4,2020,,,,22,26,24,CI,3.0L,6,3.0L V6,GMC,http://www.gmc.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,
12278,11,213,29,Yukon K1500 4WD,2020,11,16,13,15,21,17,SI,5.3L,8,5.3L V8,GMC,http://www.gmc.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12279,11,213,29,Yukon K1500 XL 4WD,2020,11,15,12,14,21,16,SI,5.3L,8,5.3L V8,GMC,http://www.gmc.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12277,11,213,29,Yukon XL C1500 2WD,2020,11,17,13,15,22,18,SI,5.3L,8,5.3L V8,GMC,http://www.gmc.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12276,11,213,29,Yukon XL C1500 2WD,2020,11,17,13,15,22,18,SI,5.3L,8,5.3L V8,GMC,http://www.gmc.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,
12354,45,209,27,Accord,2020,,,,48,47,48,SI,2.0L,4,2.0L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,,,,,,,,,,
12441,9,209,27,Clarity,2020,68,67,68,,,,SI,130 kW electric motor,,"130 kW electric motor;
346 V Lithium Ion battery",Honda,http://automobiles.honda.com,Sedan/Wagon,H2,Hydrogen Fuel Cell,,,,,,,,,,,,,,
12430,57,209,27,Clarity PHEV,2020,,,110,44,40,42,SI,1.5L,4,"1.5L I4;
135 kW electric motor",Honda,http://automobiles.honda.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,48,,Blended,,,,,,,,,,,
12437,45,209,29,CR-V AWD,2020,,,,40,35,38,SI,2.0L,4,2.0L I4,Honda,http://automobiles.honda.com,SUV,HYBR,Hybrid Electric,,,,,,,,,,,,,,
12281,45,209,27,Insight,2020,,,,55,49,52,SI,1.5L,4,1.5L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,,,,,,,,,,
12282,45,209,27,Insight Touring,2020,,,,51,45,48,SI,1.5L,4,1.5L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,,,,,,,,,,
12390,45,351,27,Ioniq,2020,,,,55,54,55,SI,1.6L,4,1.6L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,,,,,,,,,,,,,,
12391,45,351,27,Ioniq Blue,2020,,,,57,59,58,SI,1.6L,4,1.6L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,,,,,,,,,,,,,,
12362,41,351,27,Ioniq Electric,2020,145,121,133,,,,e-motor,88 kW electric motor,,"100 kW electric motor;
120 Ah battery",Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,ELEC,Electric,170,,,,,,,,,,,,,
12397,57,351,27,Ioniq Plug-in Hybrid,2020,,,119,53,52,52,SI,1.6L,4,"1.6L I4;
32 kW electric motor",Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,29,,Blended,,,,,,,,,,,
12352,41,351,29,Kona Electric,2020,132,108,120,,,,e-motor,150 kW electric motor,,"150 kW electric motor;
180 Ah battery",Hyundai,http://www.hyundaiusa.com/,SUV,ELEC,Electric,258,,,,,,,,,,,,,
12375,9,351,29,Nexo,2020,59,54,57,,,,FC,120 kW electric motor,,"120 kW electric motor;
240 V Lithium Ion battery",Hyundai,http://www.hyundaiusa.com/,SUV,H2,Hydrogen Fuel Cell,,,,,,,,,,,,,,
12376,9,351,29,Nexo Blue,2020,65,58,61,,,,FC,120 kW electric motor,,"120 kW electric motor;
240 V Lithium Ion battery",Hyundai,http://www.hyundaiusa.com/,SUV,H2,Hydrogen Fuel Cell,,,,,,,,,,,,,,
12425,45,351,27,Sonata Hybrid,2020,,,,45,51,47,SI,2.0L,4,2.0L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,,,,,,,,,,,,,,
12426,45,351,27,Sonata Hybrid Blue,2020,,,,51,54,52,SI,2.0L,4,2.0L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,,,,,,,,,,,,,,
12267,41,385,29,I-PACE,2020,80,72,76,,,,e-motor,201 kW electric motor,,"201 kW electric motor;
223 Ah battery",Jaguar,http://www.jaguarusa.com/index.html,SUV,ELEC,Electric,234,,,,,,,,,,,,,
12424,45,275,29,Wrangler 4x4,2020,,,,21,22,21,SI,2.0L,4,2.0L I4,Jeep,https://www.jeep.com,SUV,HYBR,Hybrid Electric,,,,,,,,,,,,,,
12283,45,275,29,Wrangler Unlimited 4x4,2020,,,,19,22,20,SI,3.6L,6,3.6L V6,Jeep,https://www.jeep.com,SUV,HYBR,Hybrid Electric,,,,,,,,,,,,,,
12312,45,275,29,Wrangler Unlimited 4x4,2020,,,,21,22,21,SI,2.0L,4,2.0L I4,Jeep,https://www.jeep.com,SUV,HYBR,Hybrid Electric,,,,,,,,,,,,,,
12398,57,424,27,"Revero GT (21"" wheels)",2020,70,,70,27,25,26,SI,1.5L,3,"1.5L I3;
175 kW electric motors (x2)",Karma,,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,61,,Non-Blended,,,,,,,,,,,
12392,45,361,27,Niro,2020,,,,51,46,49,SI,1.6L,4,1.6L I4,Kia,http://www.kia.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,,,,,,,,,,
12440,41,361,27,Niro Electric,2020,123,102,112,,,,e-motor,150 kW electric motor,,"150 kW electric motor;
180 Ah battery",Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,239,,,,,,,,,,,,,
12393,45,361,27,Niro FE,2020,,,,52,49,50,SI,1.6L,4,1.6L I4,Kia,http://www.kia.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,,,,,,,,,,
12410,57,361,27,Niro Plug-in Hybrid,2020,,,105,48,44,46,SI,1.6L,4,"1.6L I4;
32 kW electric motor",Kia,http://www.kia.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,26,,Blended,,,,,,,,,,,
12394,45,361,27,Niro Touring,2020,,,,46,40,43,SI,1.6L,4,1.6L I4,Kia,http://www.kia.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,,,,,,,,,,
